center,left,right,steering,throttle,brake,speed
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_07_680.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_07_680.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_07_680.jpg,0,0,0,4.855478E-05
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_07_749.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_07_749.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_07_749.jpg,0,0,0,7.066938E-05
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_07_815.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_07_815.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_07_815.jpg,0,0,0,8.579968E-05
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_07_882.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_07_882.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_07_882.jpg,0,0,0,9.195049E-05
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_07_950.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_07_950.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_07_950.jpg,0,0,0,0.000111609
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_08_028.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_08_028.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_08_028.jpg,0,0,0,0.0001402176
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_08_097.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_08_097.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_08_097.jpg,0,0,0,0.0001454405
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_08_166.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_08_166.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_08_166.jpg,0,0,0,0.0001678624
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_08_234.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_08_234.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_08_234.jpg,0,0,0,0.0001418194
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_08_301.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_08_301.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_08_301.jpg,0,0,0,0.0002083151
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_08_369.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_08_369.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_08_369.jpg,0,0,0,3.070987E-05
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_08_437.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_08_437.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_08_437.jpg,0,0,0,0.0002787721
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_08_508.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_08_508.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_08_508.jpg,0,0,0,5.347595E-05
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_08_575.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_08_575.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_08_575.jpg,0,0,0,1.273987E-05
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_08_642.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_08_642.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_08_642.jpg,0,0.1285403,0,0.01846118
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_08_711.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_08_711.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_08_711.jpg,0,0.9322198,0,0.6728319
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_08_781.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_08_781.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_08_781.jpg,0,0.9515856,0,1.365213
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_08_850.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_08_850.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_08_850.jpg,0,0.9419027,0,2.223731
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_08_920.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_08_920.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_08_920.jpg,0,0.9419027,0,2.892385
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_08_990.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_08_990.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_08_990.jpg,0,0.9419027,0,3.779449
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_09_059.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_09_059.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_09_059.jpg,0,0.9322198,0,4.433833
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_09_127.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_09_127.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_09_127.jpg,0,0.9322198,0,5.301109
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_09_208.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_09_208.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_09_208.jpg,0,0.9322198,0,6.159466
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_09_280.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_09_280.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_09_280.jpg,0,0.9322198,0,6.79881
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_09_351.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_09_351.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_09_351.jpg,0,0.9322198,0,7.64555
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_09_421.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_09_421.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_09_421.jpg,0,0.9322198,0,8.276166
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_09_491.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_09_491.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_09_491.jpg,0,0.9322198,0,9.111382
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_09_559.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_09_559.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_09_559.jpg,0,0.9225369,0,9.729672
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_09_630.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_09_630.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_09_630.jpg,0,0.9225369,0,10.54407
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_09_700.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_09_700.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_09_700.jpg,0,0.9225369,0,11.15049
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_09_768.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_09_768.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_09_768.jpg,0,0.9225369,0,12.10249
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_09_837.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_09_837.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_09_837.jpg,0,0.912854,0,12.5746
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_09_908.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_09_908.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_09_908.jpg,0,0.9031711,0,13.04049
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_09_976.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_09_976.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_09_976.jpg,0,0.8160252,0,13.84229
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_10_045.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_10_045.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_10_045.jpg,0,0.8063423,0,14.62732
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_10_111.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_10_111.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_10_111.jpg,0,0.8063423,0,14.86321
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_10_195.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_10_195.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_10_195.jpg,0,0.8063423,0,15.57727
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_10_274.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_10_274.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_10_274.jpg,0,0.8063423,0,16.21099
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_10_341.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_10_341.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_10_341.jpg,0,0.8063423,0,16.96299
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_10_410.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_10_410.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_10_410.jpg,0,0.8063423,0,17.60898
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_10_479.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_10_479.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_10_479.jpg,0,0.8063423,0,17.83317
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_10_557.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_10_557.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_10_557.jpg,0,0.8063423,0,18.48968
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_10_624.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_10_624.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_10_624.jpg,0,0.8063423,0,19.18583
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_10_692.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_10_692.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_10_692.jpg,0,0.8160252,0,19.80945
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_10_762.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_10_762.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_10_762.jpg,0,0.8160252,0,20.12695
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_10_841.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_10_841.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_10_841.jpg,0,0.8160252,0,20.77136
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_10_909.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_10_909.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_10_909.jpg,0,0.8063423,0,21.40229
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_10_977.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_10_977.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_10_977.jpg,0,0.8160252,0,21.94953
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_11_049.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_11_049.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_11_049.jpg,0,0.8160252,0,22.55317
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_11_116.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_11_116.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_11_116.jpg,0,0.8160252,0,22.96587
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_11_187.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_11_187.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_11_187.jpg,0,0.8160252,0,23.57661
/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/center_2018_06_07_16_08_11_255.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/left_2018_06_07_16_08_11_255.jpg,/Users/ivo/git/sdcnd/projects/CarND-Behavioral-Cloning-P3/resources/data_track2/IMG/right_2018_06_07_16_08_11_255.jpg,0,0.8160252,0,24.04523
